task_id,entry_point,strategy,sample_index,code,code_file,initial_code,initial_code_file,syntax_valid,syntax_error,pylint_score,bandit_issues,radon_cc_avg,radon_cc_max,radon_mi,pylint_report_file,bandit_report_file,bandit_stderr_file,passed,functional_result,llm_readability,llm_maintainability,llm_correctness,llm_efficiency,llm_pythonic_style,llm_overall_score,llm_feedback,initial_pylint_score,initial_passed,initial_functional_result,initial_pylint_report_file,initial_bandit_report_file,initial_bandit_stderr_file,refinement_changed
HumanEval/19,sort_numbers,structured_cot,0,"def sort_numbers(numbers: str) -> str:
    """"""
    Input is a space-delimited string of numerals from 'zero' to 'nine'.
    Valid choices are 'zero', 'one', 'two', 'three', 'four', 'five', 'six', 'seven', 'eight' and 'nine'.
    Return the string with numbers sorted from smallest to largest

    Example:
        >>> sort_numbers('three one  five ')
        'one three five'
    """"""
    word_to_num = {
        'zero': 0, 'one': 1, 'two': 2, 'three': 3, 'four': 4,
        'five': 5, 'six': 6, 'seven': 7, 'eight': 8, 'nine': 9
    }
    num_to_word = {v: k for k, v in word_to_num.items()}
    
    # Split on whitespace, filter out empty strings, convert to numbers, sort, convert back
    words = [w for w in numbers.split() if w]
    sorted_nums = sorted(word_to_num[w] for w in words)
    return ' '.join(num_to_word[num] for num in sorted_nums)",raw_generations/HumanEval_19/structured_cot_sample0.py,,,True,,3.33,0,6.0,6,100.0,outputs_deepseek_prompt_v3\reports\static_analysis\pylint\HumanEval_19__structured_cot__sample0__final_pylint.txt,outputs_deepseek_prompt_v3\reports\static_analysis\bandit\HumanEval_19__structured_cot__sample0__final_bandit.json,outputs_deepseek_prompt_v3\reports\static_analysis\bandit\HumanEval_19__structured_cot__sample0__final_bandit.stderr.txt,True,passed,8.0,8.0,7.0,8.0,8.0,7.0,"The code is generally clean and efficient, but lacks error handling for invalid input words.",,,,,,,
HumanEval/19,sort_numbers,self_refine,0,"""""""
Module for sorting space-delimited textual representations of numbers.
""""""

from typing import Dict


def sort_numbers(numbers: str) -> str:
    """"""
    Sort space-delimited textual numbers from smallest to largest.

    Args:
        numbers: A string containing space-delimited textual representations
                 of numbers from 'zero' to 'nine'.

    Returns:
        A string with the same numbers sorted from smallest to largest,
        separated by single spaces.

    Raises:
        ValueError: If any word in the input is not a valid number representation.
    """"""
    word_to_digit: Dict[str, int] = {
        'zero': 0,
        'one': 1,
        'two': 2,
        'three': 3,
        'four': 4,
        'five': 5,
        'six': 6,
        'seven': 7,
        'eight': 8,
        'nine': 9
    }

    if not numbers:
        return ''

    words = numbers.strip().split()
    if not words:
        return ''

    try:
        sorted_words = sorted(words, key=lambda w: word_to_digit[w])
    except KeyError as e:
        raise ValueError(f""Invalid number representation: {e.args[0]}"") from e

    return ' '.join(sorted_words)",raw_generations/HumanEval_19/self_refine_sample0.py,"""""""
Module for sorting space-delimited textual representations of numbers.
""""""

from typing import Dict


def sort_numbers(numbers: str) -> str:
    """"""
    Sort space-delimited textual numbers from smallest to largest.

    Args:
        numbers: A string containing space-delimited textual representations
                 of numbers from 'zero' to 'nine'.

    Returns:
        A string with the same numbers sorted from smallest to largest,
        separated by single spaces.

    Raises:
        ValueError: If any word in the input is not a valid number representation.
    """"""
    word_to_digit: Dict[str, int] = {
        'zero': 0,
        'one': 1,
        'two': 2,
        'three': 3,
        'four': 4,
        'five': 5,
        'six': 6,
        'seven': 7,
        'eight': 8,
        'nine': 9
    }

    if not numbers:
        return ''

    words = numbers.strip().split()
    if not words:
        return ''

    try:
        sorted_words = sorted(words, key=lambda w: word_to_digit[w])
    except KeyError as e:
        raise ValueError(f""Invalid number representation: {e.args[0]}"") from e

    return ' '.join(sorted_words)",raw_generations/HumanEval_19/self_refine_sample0_initial.py,True,,9.23,0,4.0,4,96.24258956358864,outputs_deepseek_prompt_v3\reports\static_analysis\pylint\HumanEval_19__self_refine__sample0__final_pylint.txt,outputs_deepseek_prompt_v3\reports\static_analysis\bandit\HumanEval_19__self_refine__sample0__final_bandit.json,outputs_deepseek_prompt_v3\reports\static_analysis\bandit\HumanEval_19__self_refine__sample0__final_bandit.stderr.txt,True,passed,9.0,9.0,10.0,9.0,9.0,9.0,"Excellent code with clear structure, proper error handling, and good use of Python idioms; minor improvements could include using a constant for the mapping and handling multiple spaces more robustly.",9.23,True,passed,outputs_deepseek_prompt_v3\reports\static_analysis\pylint\HumanEval_19__self_refine__sample0__initial_pylint.txt,outputs_deepseek_prompt_v3\reports\static_analysis\bandit\HumanEval_19__self_refine__sample0__initial_bandit.json,outputs_deepseek_prompt_v3\reports\static_analysis\bandit\HumanEval_19__self_refine__sample0__initial_bandit.stderr.txt,False
HumanEval/20,find_closest_elements,zero_shot,0,"from typing import List, Tuple


def find_closest_elements(numbers: List[float]) -> Tuple[float, float]:
    """"""
    From a supplied list of numbers (of length at least two) select and return 
    the last two elements that are the closest to each other and return them
    in order (smaller number, larger number).

    Examples:
        >>> find_closest_elements([1.0, 2.0, 3.0, 4.0, 5.0, 2.2])
        (2.0, 2.2)
        >>> find_closest_elements([1.0, 2.0, 3.0, 4.0, 5.0, 2.0])
        (2.0, 2.0)
    """"""
    min_distance = float('inf')
    result = (0.0, 0.0)
    
    for i in range(len(numbers)):
        for j in range(i + 1, len(numbers)):
            distance = abs(numbers[i] - numbers[j])
            if distance < min_distance or (distance == min_distance and max(i, j) > max(result[0], result[1])):
                min_distance = distance
                result = (min(numbers[i], numbers[j]), max(numbers[i], numbers[j]))
    
    return result",raw_generations/HumanEval_20/zero_shot_sample0.py,,,True,,4.55,0,6.0,6,88.87109100065278,outputs_deepseek_prompt_v3\reports\static_analysis\pylint\HumanEval_20__zero_shot__sample0__final_pylint.txt,outputs_deepseek_prompt_v3\reports\static_analysis\bandit\HumanEval_20__zero_shot__sample0__final_bandit.json,outputs_deepseek_prompt_v3\reports\static_analysis\bandit\HumanEval_20__zero_shot__sample0__final_bandit.stderr.txt,True,passed,6.0,5.0,7.0,3.0,4.0,5.0,The algorithm is inefficient (O(n²)) and incorrectly prioritizes 'last' pairs; logic for selecting last closest pair is flawed.,,,,,,,
HumanEval/20,find_closest_elements,constraint_guided,0,"""""""Find the two closest numbers in a list, preferring later pairs.""""""

from typing import List, Tuple


def find_closest_elements(numbers: List[float]) -> Tuple[float, float]:
    """"""
    Return the last two closest elements from a list.

    From a supplied list of numbers (of length at least two) select and return
    the last two elements that are the closest to each other and return them
    in order (smaller number, larger number).

    Args:
        numbers: A list of floats with at least two elements.

    Returns:
        A tuple containing the two closest numbers (smaller first, larger second),
        preferring later pairs when multiple pairs have the same minimal distance.

    Examples:
        >>> find_closest_elements([1.0, 2.0, 3.0, 4.0, 5.0, 2.2])
        (2.0, 2.2)
        >>> find_closest_elements([1.0, 2.0, 3.0, 4.0, 5.0, 2.0])
        (2.0, 2.0)
    """"""
    if len(numbers) < 2:
        raise ValueError(""List must contain at least two elements"")

    min_distance = float('inf')
    best_pair = (numbers[0], numbers[1])

    for i in range(len(numbers) - 1):
        for j in range(i + 1, len(numbers)):
            distance = abs(numbers[i] - numbers[j])
            if distance <= min_distance:
                min_distance = distance
                best_pair = (min(numbers[i], numbers[j]), max(numbers[i], numbers[j]))

    return best_pair",raw_generations/HumanEval_20/constraint_guided_sample0.py,,,True,,9.23,0,5.0,5,83.28664090923142,outputs_deepseek_prompt_v3\reports\static_analysis\pylint\HumanEval_20__constraint_guided__sample0__final_pylint.txt,outputs_deepseek_prompt_v3\reports\static_analysis\bandit\HumanEval_20__constraint_guided__sample0__final_bandit.json,outputs_deepseek_prompt_v3\reports\static_analysis\bandit\HumanEval_20__constraint_guided__sample0__final_bandit.stderr.txt,True,passed,8.0,7.0,9.0,3.0,6.0,6.0,"The code is clear and correct but uses an O(n²) brute-force algorithm, which is inefficient for large lists, and could be more Pythonic with enumerate and tuple unpacking.",,,,,,,
HumanEval/20,find_closest_elements,structured_cot,0,"from typing import List, Tuple


def find_closest_elements(numbers: List[float]) -> Tuple[float, float]:
    """"""
    From a supplied list of numbers (of length at least two) select and return 
    the last two elements that are the closest to each other and return them
    in order (smaller number, larger number).

    Examples:
        >>> find_closest_elements([1.0, 2.0, 3.0, 4.0, 5.0, 2.2])
        (2.0, 2.2)
        >>> find_closest_elements([1.0, 2.0, 3.0, 4.0, 5.0, 2.0])
        (2.0, 2.0)
    """"""
    closest_pair = None
    min_distance = float('inf')
    
    for i in range(len(numbers)):
        for j in range(i + 1, len(numbers)):
            distance = abs(numbers[i] - numbers[j])
            if distance < min_distance or (distance == min_distance and j > closest_pair[1]):
                min_distance = distance
                closest_pair = (i, j)
    
    a, b = numbers[closest_pair[0]], numbers[closest_pair[1]]
    return (a, b) if a <= b else (b, a)",raw_generations/HumanEval_20/structured_cot_sample0.py,,,True,,1.67,0,7.0,7,88.2970086952893,outputs_deepseek_prompt_v3\reports\static_analysis\pylint\HumanEval_20__structured_cot__sample0__final_pylint.txt,outputs_deepseek_prompt_v3\reports\static_analysis\bandit\HumanEval_20__structured_cot__sample0__final_bandit.json,outputs_deepseek_prompt_v3\reports\static_analysis\bandit\HumanEval_20__structured_cot__sample0__final_bandit.stderr.txt,True,passed,6.0,5.0,7.0,3.0,5.0,5.0,"The algorithm is inefficient (O(n²)) and incorrectly prioritizes later pairs over closer distances, violating the specification.",,,,,,,
HumanEval/20,find_closest_elements,self_refine,0,"from typing import List, Tuple


def find_closest_elements(numbers: List[float]) -> Tuple[float, float]:
    """"""
    From a supplied list of numbers (of length at least two) select and return 
    the last two elements that are the closest to each other and return them
    in order (smaller number, larger number).

    Examples:
        >>> find_closest_elements([1.0, 2.0, 3.0, 4.0, 5.0, 2.2])
        (2.0, 2.2)
        >>> find_closest_elements([1.0, 2.0, 3.0, 4.0, 5.0, 2.0])
        (2.0, 2.0)
    """"""
    if len(numbers) < 2:
        raise ValueError(""List must contain at least two elements"")

    min_distance = float('inf')
    closest_pair = (0.0, 0.0)

    for i, num_i in enumerate(numbers):
        for j in range(i + 1, len(numbers)):
            distance = abs(num_i - numbers[j])
            if distance < min_distance or (distance == min_distance and j > i):
                min_distance = distance
                if num_i <= numbers[j]:
                    closest_pair = (num_i, numbers[j])
                else:
                    closest_pair = (numbers[j], num_i)

    return closest_pair",raw_generations/HumanEval_20/self_refine_sample0.py,"from typing import List, Tuple


def find_closest_elements(numbers: List[float]) -> Tuple[float, float]:
    """"""
    From a supplied list of numbers (of length at least two) select and return 
    the last two elements that are the closest to each other and return them
    in order (smaller number, larger number).

    Examples:
        >>> find_closest_elements([1.0, 2.0, 3.0, 4.0, 5.0, 2.2])
        (2.0, 2.2)
        >>> find_closest_elements([1.0, 2.0, 3.0, 4.0, 5.0, 2.0])
        (2.0, 2.0)
    """"""
    if len(numbers) < 2:
        raise ValueError(""List must contain at least two elements"")

    min_distance = float('inf')
    closest_pair = (0.0, 0.0)

    for i in range(len(numbers)):
        for j in range(i + 1, len(numbers)):
            distance = abs(numbers[i] - numbers[j])
            if distance < min_distance or (distance == min_distance and j > i):
                min_distance = distance
                if numbers[i] <= numbers[j]:
                    closest_pair = (numbers[i], numbers[j])
                else:
                    closest_pair = (numbers[j], numbers[i])

    return closest_pair",raw_generations/HumanEval_20/self_refine_sample0_initial.py,True,,8.67,0,8.0,8,86.68783939771592,outputs_deepseek_prompt_v3\reports\static_analysis\pylint\HumanEval_20__self_refine__sample0__final_pylint.txt,outputs_deepseek_prompt_v3\reports\static_analysis\bandit\HumanEval_20__self_refine__sample0__final_bandit.json,outputs_deepseek_prompt_v3\reports\static_analysis\bandit\HumanEval_20__self_refine__sample0__final_bandit.stderr.txt,True,passed,7.0,6.0,8.0,4.0,6.0,6.0,Algorithm is inefficient (O(n^2)) and incorrectly prioritizes later pairs over closer ones; logic for 'last closest' is flawed.,8.0,True,passed,outputs_deepseek_prompt_v3\reports\static_analysis\pylint\HumanEval_20__self_refine__sample0__initial_pylint.txt,outputs_deepseek_prompt_v3\reports\static_analysis\bandit\HumanEval_20__self_refine__sample0__initial_bandit.json,outputs_deepseek_prompt_v3\reports\static_analysis\bandit\HumanEval_20__self_refine__sample0__initial_bandit.stderr.txt,True
HumanEval/21,rescale_to_unit,zero_shot,0,"from typing import List


def rescale_to_unit(numbers: List[float]) -> List[float]:
    """"""
    Given a list of numbers (of at least two elements), apply a linear transform to that list,
    such that the smallest number will become 0 and the largest will become 1.
    Return an empty list for any undefined edge cases.

    Example:
        >>> rescale_to_unit([1.0, 2.0, 3.0, 4.0, 5.0])
        [0.0, 0.25, 0.5, 0.75, 1.0]
    """"""
    if not numbers or len(numbers) < 2:
        return []
    
    min_val = min(numbers)
    max_val = max(numbers)
    
    if min_val == max_val:
        return []
    
    return [(x - min_val) / (max_val - min_val) for x in numbers]",raw_generations/HumanEval_21/zero_shot_sample0.py,,,True,,4.44,0,5.0,5,91.31176124075807,outputs_deepseek_prompt_v3\reports\static_analysis\pylint\HumanEval_21__zero_shot__sample0__final_pylint.txt,outputs_deepseek_prompt_v3\reports\static_analysis\bandit\HumanEval_21__zero_shot__sample0__final_bandit.json,outputs_deepseek_prompt_v3\reports\static_analysis\bandit\HumanEval_21__zero_shot__sample0__final_bandit.stderr.txt,True,passed,9.0,9.0,8.0,8.0,9.0,8.0,"The code is clean and mostly correct, but it returns an empty list for uniform input instead of handling it mathematically (all zeros).",,,,,,,
HumanEval/21,rescale_to_unit,constraint_guided,0,"""""""Linear transformation utilities for rescaling numeric data.""""""

from typing import List


def rescale_to_unit(numbers: List[float]) -> List[float]:
    """"""
    Rescale a list of numbers to the unit interval [0, 1].

    Given a list of numbers (of at least two elements), apply a linear transform
    such that the smallest number becomes 0 and the largest becomes 1.

    Args:
        numbers: A list of floating-point numbers.

    Returns:
        A new list with the rescaled values, or an empty list for invalid input.

    Examples:
        >>> rescale_to_unit([1.0, 2.0, 3.0, 4.0, 5.0])
        [0.0, 0.25, 0.5, 0.75, 1.0]
    """"""
    if not numbers or len(numbers) < 2:
        return []

    min_val = min(numbers)
    max_val = max(numbers)

    # Handle the case where all numbers are equal
    if max_val == min_val:
        return [0.0] * len(numbers)

    scale_factor = max_val - min_val
    return [(x - min_val) / scale_factor for x in numbers]",raw_generations/HumanEval_21/constraint_guided_sample0.py,,,True,,9.0,0,5.0,5,82.39709027078392,outputs_deepseek_prompt_v3\reports\static_analysis\pylint\HumanEval_21__constraint_guided__sample0__final_pylint.txt,outputs_deepseek_prompt_v3\reports\static_analysis\bandit\HumanEval_21__constraint_guided__sample0__final_bandit.json,outputs_deepseek_prompt_v3\reports\static_analysis\bandit\HumanEval_21__constraint_guided__sample0__final_bandit.stderr.txt,False,assertion_failed: ,9.0,9.0,8.0,8.0,9.0,8.0,"Well-structured and clear code with good edge case handling, though the specification's 'at least two elements' requirement could be more strictly interpreted.",,,,,,,
HumanEval/21,rescale_to_unit,structured_cot,0,"from typing import List


def rescale_to_unit(numbers: List[float]) -> List[float]:
    """"""
    Given a list of numbers (of at least two elements), apply a linear transform to that list,
    such that the smallest number will become 0 and the largest will become 1.
    Return an empty list for any undefined edge cases.

    Example:
        >>> rescale_to_unit([1.0, 2.0, 3.0, 4.0, 5.0])
        [0.0, 0.25, 0.5, 0.75, 1.0]
    """"""
    if not numbers or len(numbers) < 2:
        return []

    min_val = min(numbers)
    max_val = max(numbers)

    if min_val == max_val:
        return []

    return [(x - min_val) / (max_val - min_val) for x in numbers]",raw_generations/HumanEval_21/structured_cot_sample0.py,,,True,,7.78,0,5.0,5,91.31176124075807,outputs_deepseek_prompt_v3\reports\static_analysis\pylint\HumanEval_21__structured_cot__sample0__final_pylint.txt,outputs_deepseek_prompt_v3\reports\static_analysis\bandit\HumanEval_21__structured_cot__sample0__final_bandit.json,outputs_deepseek_prompt_v3\reports\static_analysis\bandit\HumanEval_21__structured_cot__sample0__final_bandit.stderr.txt,True,passed,9.0,9.0,8.0,9.0,9.0,8.0,"Clean and efficient implementation with good edge case handling, though the specification's requirement to return an empty list for identical min/max values could be debated as a design choice.",,,,,,,
HumanEval/21,rescale_to_unit,self_refine,0,"""""""Linear transformation of a list of numbers to the unit interval [0, 1].""""""

from typing import List


def rescale_to_unit(numbers: List[float]) -> List[float]:
    """"""
    Apply a linear transform to a list of numbers such that the smallest becomes 0
    and the largest becomes 1.

    Args:
        numbers: A list of floating-point numbers with at least two elements.

    Returns:
        A new list with the transformed values, or an empty list for invalid input.

    Examples:
        >>> rescale_to_unit([1.0, 2.0, 3.0, 4.0, 5.0])
        [0.0, 0.25, 0.5, 0.75, 1.0]
    """"""
    if not numbers or len(numbers) < 2:
        return []

    min_val = min(numbers)
    max_val = max(numbers)

    # If all numbers are equal, transformation is undefined
    if max_val == min_val:
        return []

    # Apply linear transformation: (x - min) / (max - min)
    range_val = max_val - min_val
    return [(x - min_val) / range_val for x in numbers]",raw_generations/HumanEval_21/self_refine_sample0.py,"""""""Linear transformation of a list of numbers to the unit interval [0, 1].""""""

from typing import List


def rescale_to_unit(numbers: List[float]) -> List[float]:
    """"""
    Apply a linear transform to a list of numbers such that the smallest becomes 0
    and the largest becomes 1.

    Args:
        numbers: A list of floating-point numbers with at least two elements.

    Returns:
        A new list with the transformed values, or an empty list for invalid input.

    Examples:
        >>> rescale_to_unit([1.0, 2.0, 3.0, 4.0, 5.0])
        [0.0, 0.25, 0.5, 0.75, 1.0]
    """"""
    if not numbers or len(numbers) < 2:
        return []

    min_val = min(numbers)
    max_val = max(numbers)

    # If all numbers are equal, transformation is undefined
    if max_val == min_val:
        return []

    # Apply linear transformation: (x - min) / (max - min)
    range_val = max_val - min_val
    return [(x - min_val) / range_val for x in numbers]",raw_generations/HumanEval_21/self_refine_sample0_initial.py,True,,9.0,0,5.0,5,83.00496966672947,outputs_deepseek_prompt_v3\reports\static_analysis\pylint\HumanEval_21__self_refine__sample0__final_pylint.txt,outputs_deepseek_prompt_v3\reports\static_analysis\bandit\HumanEval_21__self_refine__sample0__final_bandit.json,outputs_deepseek_prompt_v3\reports\static_analysis\bandit\HumanEval_21__self_refine__sample0__final_bandit.stderr.txt,True,passed,9.0,9.0,8.0,8.0,9.0,8.0,"Clean, well-documented code with good edge case handling, though it could be slightly more efficient by avoiding duplicate min/max calculations for large inputs.",9.0,True,passed,outputs_deepseek_prompt_v3\reports\static_analysis\pylint\HumanEval_21__self_refine__sample0__initial_pylint.txt,outputs_deepseek_prompt_v3\reports\static_analysis\bandit\HumanEval_21__self_refine__sample0__initial_bandit.json,outputs_deepseek_prompt_v3\reports\static_analysis\bandit\HumanEval_21__self_refine__sample0__initial_bandit.stderr.txt,False
HumanEval/22,filter_integers,zero_shot,0,"from typing import List


def filter_integers(values: List[str]) -> List[int]:
    """"""
    Filter given list of string values only for integers.

    Example:
        >>> filter_integers(['10', ' 123 ', '5.0', three', 'abc', '{}'])
        [10]
    """"""
    result = []
    for value in values:
        value = value.strip()
        try:
            num = int(value)
            result.append(num)
        except ValueError:
            continue
    return result",raw_generations/HumanEval_22/zero_shot_sample0.py,,,True,,8.18,0,3.0,3,100.0,outputs_deepseek_prompt_v3\reports\static_analysis\pylint\HumanEval_22__zero_shot__sample0__final_pylint.txt,outputs_deepseek_prompt_v3\reports\static_analysis\bandit\HumanEval_22__zero_shot__sample0__final_bandit.json,outputs_deepseek_prompt_v3\reports\static_analysis\bandit\HumanEval_22__zero_shot__sample0__final_bandit.stderr.txt,False,assertion_failed: ,8.0,7.0,6.0,8.0,6.0,7.0,"The code is readable and efficient but fails to correctly handle all integer strings as specified, and could be more Pythonic.",,,,,,,
HumanEval/22,filter_integers,constraint_guided,0,"from typing import List


def filter_integers(values: List[str]) -> List[int]:
    """"""
    Filter given list of string values only for integers.

    Example:
        >>> filter_integers(['10', ' 123 ', '5.0', 'three', 'abc', '{}'])
        [10, 123]
    """"""
    integers = []
    for value in values:
        stripped_value = value.strip()
        if stripped_value.isdigit():
            integers.append(int(stripped_value))
    return integers",raw_generations/HumanEval_22/constraint_guided_sample0.py,,,True,,7.5,0,3.0,3,100.0,outputs_deepseek_prompt_v3\reports\static_analysis\pylint\HumanEval_22__constraint_guided__sample0__final_pylint.txt,outputs_deepseek_prompt_v3\reports\static_analysis\bandit\HumanEval_22__constraint_guided__sample0__final_bandit.json,outputs_deepseek_prompt_v3\reports\static_analysis\bandit\HumanEval_22__constraint_guided__sample0__final_bandit.stderr.txt,False,assertion_failed: ,8.0,7.0,6.0,8.0,7.0,7.0,"The code is readable and efficient but fails to handle negative integers and large numbers correctly due to reliance on isdigit(), which only checks for positive digit strings.",,,,,,,
HumanEval/22,filter_integers,structured_cot,0,"from typing import List


def filter_integers(values: List[str]) -> List[int]:
    """"""
    Filter given list of string values only for integers.

    Example:
        >>> filter_integers(['10', ' 123 ', '5.0', 'three', 'abc', '{}'])
        [10]
    """"""
    result = []
    for value in values:
        stripped = value.strip()
        if stripped.lstrip('-').isdigit():
            result.append(int(stripped))
    return result",raw_generations/HumanEval_22/structured_cot_sample0.py,,,True,,7.5,0,3.0,3,100.0,outputs_deepseek_prompt_v3\reports\static_analysis\pylint\HumanEval_22__structured_cot__sample0__final_pylint.txt,outputs_deepseek_prompt_v3\reports\static_analysis\bandit\HumanEval_22__structured_cot__sample0__final_bandit.json,outputs_deepseek_prompt_v3\reports\static_analysis\bandit\HumanEval_22__structured_cot__sample0__final_bandit.stderr.txt,False,assertion_failed: ,8.0,7.0,6.0,8.0,7.0,7.0,The code is readable and efficient but fails to handle negative integers correctly and misses some edge cases like large integers or strings with leading zeros.,,,,,,,
HumanEval/22,filter_integers,self_refine,0,"""""""Filter integer values from a list of strings.""""""

from typing import List


def filter_integers(values: List[str]) -> List[int]:
    """"""
    Filter given list of string values only for integers.

    Example:
        >>> filter_integers(['10', ' 123 ', '5.0', 'three', 'abc', '{}'])
        [10]
    """"""
    result = []
    for value in values:
        stripped = value.strip()
        if stripped.lstrip('-').isdigit():
            result.append(int(stripped))
    return result",raw_generations/HumanEval_22/self_refine_sample0.py,"""""""Filter integer values from a list of strings.""""""

from typing import List


def filter_integers(values: List[str]) -> List[int]:
    """"""
    Filter given list of string values only for integers.

    Example:
        >>> filter_integers(['10', ' 123 ', '5.0', 'three', 'abc', '{}'])
        [10]
    """"""
    result = []
    for value in values:
        stripped = value.strip()
        if stripped.lstrip('-').isdigit():
            result.append(int(stripped))
    return result",raw_generations/HumanEval_22/self_refine_sample0_initial.py,True,,8.75,0,3.0,3,100.0,outputs_deepseek_prompt_v3\reports\static_analysis\pylint\HumanEval_22__self_refine__sample0__final_pylint.txt,outputs_deepseek_prompt_v3\reports\static_analysis\bandit\HumanEval_22__self_refine__sample0__final_bandit.json,outputs_deepseek_prompt_v3\reports\static_analysis\bandit\HumanEval_22__self_refine__sample0__final_bandit.stderr.txt,False,assertion_failed: ,8.0,7.0,6.0,8.0,7.0,7.0,"The code is generally readable and efficient, but fails to correctly handle negative integers and the example's expected output is inconsistent with the implementation.",8.75,False,assertion_failed: ,outputs_deepseek_prompt_v3\reports\static_analysis\pylint\HumanEval_22__self_refine__sample0__initial_pylint.txt,outputs_deepseek_prompt_v3\reports\static_analysis\bandit\HumanEval_22__self_refine__sample0__initial_bandit.json,outputs_deepseek_prompt_v3\reports\static_analysis\bandit\HumanEval_22__self_refine__sample0__initial_bandit.stderr.txt,False
HumanEval/23,strlen,zero_shot,0,"def strlen(string: str) -> int:
    """"""
    Return the length of the given string.

    Example:
        >>> strlen('abc')
        3
    """"""
    return len(string)",raw_generations/HumanEval_23/zero_shot_sample0.py,,,True,,0.0,0,1.0,1,100.0,outputs_deepseek_prompt_v3\reports\static_analysis\pylint\HumanEval_23__zero_shot__sample0__final_pylint.txt,outputs_deepseek_prompt_v3\reports\static_analysis\bandit\HumanEval_23__zero_shot__sample0__final_bandit.json,outputs_deepseek_prompt_v3\reports\static_analysis\bandit\HumanEval_23__zero_shot__sample0__final_bandit.stderr.txt,True,passed,9.0,9.0,10.0,10.0,8.0,9.0,"Clean, correct implementation but the function is redundant since it directly wraps Python's built-in len() function.",,,,,,,
HumanEval/23,strlen,constraint_guided,0,"""""""
String length calculation utility.

This module provides a function to calculate the length of a string.
""""""


def strlen(string: str) -> int:
    """"""
    Return the length of the given string.

    Args:
        string: The input string whose length is to be calculated.

    Returns:
        The length of the input string as an integer.

    Example:
        >>> strlen('abc')
        3
    """"""
    return len(string)",raw_generations/HumanEval_23/constraint_guided_sample0.py,,,True,,5.0,0,1.0,1,100.0,outputs_deepseek_prompt_v3\reports\static_analysis\pylint\HumanEval_23__constraint_guided__sample0__final_pylint.txt,outputs_deepseek_prompt_v3\reports\static_analysis\bandit\HumanEval_23__constraint_guided__sample0__final_bandit.json,outputs_deepseek_prompt_v3\reports\static_analysis\bandit\HumanEval_23__constraint_guided__sample0__final_bandit.stderr.txt,True,passed,10.0,10.0,10.0,10.0,10.0,10.0,"Perfect implementation - simple, clear, and leverages Python's built-in functionality appropriately.",,,,,,,
HumanEval/23,strlen,structured_cot,0,"def strlen(string: str) -> int:
    """"""
    Return the length of the given string.

    Example:
        >>> strlen('abc')
        3
    """"""
    return len(string)",raw_generations/HumanEval_23/structured_cot_sample0.py,,,True,,0.0,0,1.0,1,100.0,outputs_deepseek_prompt_v3\reports\static_analysis\pylint\HumanEval_23__structured_cot__sample0__final_pylint.txt,outputs_deepseek_prompt_v3\reports\static_analysis\bandit\HumanEval_23__structured_cot__sample0__final_bandit.json,outputs_deepseek_prompt_v3\reports\static_analysis\bandit\HumanEval_23__structured_cot__sample0__final_bandit.stderr.txt,True,passed,10.0,10.0,10.0,10.0,10.0,10.0,"Perfect implementation: clear, correct, efficient, and Pythonic.",,,,,,,
HumanEval/23,strlen,self_refine,0,"""""""String length utility.""""""


def strlen(string: str) -> int:
    """"""
    Return the length of the given string.

    Example:
        >>> strlen('abc')
        3
    """"""
    return len(string)",raw_generations/HumanEval_23/self_refine_sample0.py,"""""""String length utility.""""""


def strlen(string: str) -> int:
    """"""
    Return the length of the given string.

    Example:
        >>> strlen('abc')
        3
    """"""
    return len(string)",raw_generations/HumanEval_23/self_refine_sample0_initial.py,True,,5.0,0,1.0,1,100.0,outputs_deepseek_prompt_v3\reports\static_analysis\pylint\HumanEval_23__self_refine__sample0__final_pylint.txt,outputs_deepseek_prompt_v3\reports\static_analysis\bandit\HumanEval_23__self_refine__sample0__final_bandit.json,outputs_deepseek_prompt_v3\reports\static_analysis\bandit\HumanEval_23__self_refine__sample0__final_bandit.stderr.txt,True,passed,10.0,-10.0,10.0,10.0,10.0,10.0,"Perfectly readable, correct, efficient, and Pythonic implementation that directly uses the built-in len() function.",5.0,True,passed,outputs_deepseek_prompt_v3\reports\static_analysis\pylint\HumanEval_23__self_refine__sample0__initial_pylint.txt,outputs_deepseek_prompt_v3\reports\static_analysis\bandit\HumanEval_23__self_refine__sample0__initial_bandit.json,outputs_deepseek_prompt_v3\reports\static_analysis\bandit\HumanEval_23__self_refine__sample0__initial_bandit.stderr.txt,False
HumanEval/24,largest_divisor,zero_shot,0,"def largest_divisor(n: int) -> int:
    """"""
    Find the largest number that divides n evenly, smaller than n.
    Return -1 if such a number does not exist.
    """"""
    if n <= 1:
        return -1
    
    for i in range(n - 1, 0, -1):
        if n % i == 0:
            return i
    
    return -1",raw_generations/HumanEval_24/zero_shot_sample0.py,,,True,,4.29,0,4.0,4,96.56127628901618,outputs_deepseek_prompt_v3\reports\static_analysis\pylint\HumanEval_24__zero_shot__sample0__final_pylint.txt,outputs_deepseek_prompt_v3\reports\static_analysis\bandit\HumanEval_24__zero_shot__sample0__final_bandit.json,outputs_deepseek_prompt_v3\reports\static_analysis\bandit\HumanEval_24__zero_shot__sample0__final_bandit.stderr.txt,True,passed,8.0,7.0,8.0,4.0,6.0,6.0,The code is clear and correct but inefficient for large numbers; it could use mathematical optimization.,,,,,,,
