task_id,entry_point,strategy,sample_index,code,code_file,initial_code,initial_code_file,syntax_valid,syntax_error,pylint_score,bandit_issues,radon_cc_avg,radon_cc_max,radon_mi,pylint_report_file,bandit_report_file,bandit_stderr_file,passed,functional_result,llm_readability,llm_maintainability,llm_correctness,llm_efficiency,llm_pythonic_style,llm_overall_score,llm_feedback,initial_pylint_score,initial_passed,initial_functional_result,initial_pylint_report_file,initial_bandit_report_file,initial_bandit_stderr_file,refinement_changed
HumanEval/2,truncate_number,structured_cot,0,"""""""Utility for extracting the fractional part of a positive float.""""""

def truncate_number(number: float) -> float:
    """"""
    Given a positive floating point number, it can be decomposed into
    and integer part (largest integer smaller than given number) and decimals
    (leftover part always smaller than 1).
    Return the decimal part of the number.

    Example:
        >>> truncate_number(3.5)
        0.5
    """"""
    return number % 1",raw_generations/HumanEval_2/structured_cot_sample0.py,,,True,,5.0,0,1.0,1,54.20654705106535,outputs_grok_prompt_v3\reports\static_analysis\pylint\HumanEval_2__structured_cot__sample0__final_pylint.txt,outputs_grok_prompt_v3\reports\static_analysis\bandit\HumanEval_2__structured_cot__sample0__final_bandit.json,outputs_grok_prompt_v3\reports\static_analysis\bandit\HumanEval_2__structured_cot__sample0__final_bandit.stderr.txt,True,passed,9.0,9.0,10.0,10.0,10.0,9.0,"Clean, efficient, and idiomatic solution using the modulo operator; handles edge cases well but could benefit from explicit input validation for non-positive numbers.",,,,,,,
HumanEval/2,truncate_number,self_refine,0,"""""""Utility for extracting the decimal portion of positive floats.""""""

def truncate_number(number: float) -> float:
    """"""
    Given a positive floating point number, it can be decomposed into
    and integer part (largest integer smaller than given number) and decimals
    (leftover part always smaller than 1).
    Return the decimal part of the number.

    Example:
        >>> truncate_number(3.5)
        0.5
    """"""
    return number % 1",raw_generations/HumanEval_2/self_refine_sample0.py,"""""""Utility for extracting the decimal portion of positive floats.""""""

def truncate_number(number: float) -> float:
    """"""
    Given a positive floating point number, it can be decomposed into
    and integer part (largest integer smaller than given number) and decimals
    (leftover part always smaller than 1).
    Return the decimal part of the number.

    Example:
        >>> truncate_number(3.5)
        0.5
    """"""
    return number % 1",raw_generations/HumanEval_2/self_refine_sample0_initial.py,True,,5.0,0,1.0,1,54.20654705106535,outputs_grok_prompt_v3\reports\static_analysis\pylint\HumanEval_2__self_refine__sample0__final_pylint.txt,outputs_grok_prompt_v3\reports\static_analysis\bandit\HumanEval_2__self_refine__sample0__final_bandit.json,outputs_grok_prompt_v3\reports\static_analysis\bandit\HumanEval_2__self_refine__sample0__final_bandit.stderr.txt,True,passed,9.0,9.0,10.0,10.0,10.0,9.0,"Excellent implementation that is clean, efficient, and perfectly solves the problem using Python's modulo operator.",5.0,True,passed,outputs_grok_prompt_v3\reports\static_analysis\pylint\HumanEval_2__self_refine__sample0__initial_pylint.txt,outputs_grok_prompt_v3\reports\static_analysis\bandit\HumanEval_2__self_refine__sample0__initial_bandit.json,outputs_grok_prompt_v3\reports\static_analysis\bandit\HumanEval_2__self_refine__sample0__initial_bandit.stderr.txt,False
HumanEval/3,below_zero,zero_shot,0,"def below_zero(operations: List[int]) -> bool:
    balance = 0
    for op in operations:
        balance += op
        if balance < 0:
            return True
    return False",raw_generations/HumanEval_3/zero_shot_sample0.py,,,True,,0.0,0,3.0,3,73.15124981438153,outputs_grok_prompt_v3\reports\static_analysis\pylint\HumanEval_3__zero_shot__sample0__final_pylint.txt,outputs_grok_prompt_v3\reports\static_analysis\bandit\HumanEval_3__zero_shot__sample0__final_bandit.json,outputs_grok_prompt_v3\reports\static_analysis\bandit\HumanEval_3__zero_shot__sample0__final_bandit.stderr.txt,True,passed,9.0,8.0,10.0,10.0,9.0,9.0,"Clean, efficient implementation that correctly solves the problem with good readability and Pythonic style.",,,,,,,
HumanEval/3,below_zero,constraint_guided,0,"""""""Utilities for monitoring bank account balances.""""""

from typing import List


def below_zero(operations: List[int]) -> bool:
    """"""
    You're given a list of deposit and withdrawal operations on a bank account that starts with
    zero balance. Your task is to detect if at any point the balance of account falls below zero, and
    at that point function should return True. Otherwise it should return False.

    Examples:
        >>> below_zero([1, 2, 3])
        False
        >>> below_zero([1, 2, -4, 5])
        True
    """"""
    current_balance = 0
    for operation in operations:
        current_balance += operation
        if current_balance < 0:
            return True
    return False",raw_generations/HumanEval_3/constraint_guided_sample0.py,,,True,,7.5,0,3.0,3,91.2490048981186,outputs_grok_prompt_v3\reports\static_analysis\pylint\HumanEval_3__constraint_guided__sample0__final_pylint.txt,outputs_grok_prompt_v3\reports\static_analysis\bandit\HumanEval_3__constraint_guided__sample0__final_bandit.json,outputs_grok_prompt_v3\reports\static_analysis\bandit\HumanEval_3__constraint_guided__sample0__final_bandit.stderr.txt,True,passed,9.0,9.0,10.0,10.0,9.0,9.0,"Clean, efficient implementation with proper early termination and clear logic.",,,,,,,
HumanEval/3,below_zero,structured_cot,0,"""""""Utility for detecting negative bank account balances.""""""

from typing import List


def below_zero(operations: List[int]) -> bool:
    """"""
    You're given a list of deposit and withdrawal operations on a bank account that starts with
    zero balance. Your task is to detect if at any point the balance of account falls below zero, and
    at that point function should return True. Otherwise it should return False.

    Examples:
        >>> below_zero([1, 2, 3])
        False
        >>> below_zero([1, 2, -4, 5])
        True
    """"""
    balance = 0
    for op in operations:
        balance += op
        if balance < 0:
            return True
    return False",raw_generations/HumanEval_3/structured_cot_sample0.py,,,True,,7.5,0,3.0,3,91.2490048981186,outputs_grok_prompt_v3\reports\static_analysis\pylint\HumanEval_3__structured_cot__sample0__final_pylint.txt,outputs_grok_prompt_v3\reports\static_analysis\bandit\HumanEval_3__structured_cot__sample0__final_bandit.json,outputs_grok_prompt_v3\reports\static_analysis\bandit\HumanEval_3__structured_cot__sample0__final_bandit.stderr.txt,True,passed,9.0,9.0,10.0,10.0,9.0,9.0,"Clean, efficient implementation with proper early termination and clear logic.",,,,,,,
HumanEval/3,below_zero,self_refine,0,"""""""Detects negative bank account balances from operations.""""""

from typing import List


def below_zero(operations: List[int]) -> bool:
    """"""
    You're given a list of deposit and withdrawal operations on a bank account that starts with
    zero balance. Your task is to detect if at any point the balance of account falls below zero, and
    at that point function should return True. Otherwise it should return False.

    Examples:
        >>> below_zero([1, 2, 3])
        False
        >>> below_zero([1, 2, -4, 5])
        True
    """"""
    current_balance = 0
    for amount in operations:
        current_balance += amount
        if current_balance < 0:
            return True
    return False",raw_generations/HumanEval_3/self_refine_sample0.py,"""""""Detects negative bank account balances from operations.""""""

from typing import List


def below_zero(operations: List[int]) -> bool:
    """"""
    You're given a list of deposit and withdrawal operations on a bank account that starts with
    zero balance. Your task is to detect if at any point the balance of account falls below zero, and
    at that point function should return True. Otherwise it should return False.

    Examples:
        >>> below_zero([1, 2, 3])
        False
        >>> below_zero([1, 2, -4, 5])
        True
    """"""
    current_balance = 0
    for amount in operations:
        current_balance += amount
        if current_balance < 0:
            return True
    return False",raw_generations/HumanEval_3/self_refine_sample0_initial.py,True,,7.5,0,3.0,3,91.2490048981186,outputs_grok_prompt_v3\reports\static_analysis\pylint\HumanEval_3__self_refine__sample0__final_pylint.txt,outputs_grok_prompt_v3\reports\static_analysis\bandit\HumanEval_3__self_refine__sample0__final_bandit.json,outputs_grok_prompt_v3\reports\static_analysis\bandit\HumanEval_3__self_refine__sample0__final_bandit.stderr.txt,True,passed,9.0,9.0,10.0,10.0,9.0,9.0,"Excellent implementation with clear logic, proper type hints, and efficient early return pattern.",7.5,True,passed,outputs_grok_prompt_v3\reports\static_analysis\pylint\HumanEval_3__self_refine__sample0__initial_pylint.txt,outputs_grok_prompt_v3\reports\static_analysis\bandit\HumanEval_3__self_refine__sample0__initial_bandit.json,outputs_grok_prompt_v3\reports\static_analysis\bandit\HumanEval_3__self_refine__sample0__initial_bandit.stderr.txt,False
HumanEval/4,mean_absolute_deviation,zero_shot,0,"def mean_absolute_deviation(numbers: List[float]) -> float:
    mean = sum(numbers) / len(numbers)
    return sum(abs(x - mean) for x in numbers) / len(numbers)",raw_generations/HumanEval_4/zero_shot_sample0.py,,,True,,0.0,0,2.0,2,79.30066036278018,outputs_grok_prompt_v3\reports\static_analysis\pylint\HumanEval_4__zero_shot__sample0__final_pylint.txt,outputs_grok_prompt_v3\reports\static_analysis\bandit\HumanEval_4__zero_shot__sample0__final_bandit.json,outputs_grok_prompt_v3\reports\static_analysis\bandit\HumanEval_4__zero_shot__sample0__final_bandit.stderr.txt,True,passed,9.0,9.0,8.0,9.0,9.0,9.0,"Clean, efficient implementation with minor edge case consideration needed.",,,,,,,
HumanEval/4,mean_absolute_deviation,constraint_guided,0,"""""""Compute mean absolute deviation for a list of numbers.""""""

from typing import List


def mean_absolute_deviation(numbers: List[float]) -> float:
    """"""
    For a given list of input numbers, calculate Mean Absolute Deviation
    around the mean of this dataset.
    Mean Absolute Deviation is the average absolute difference between each
    element and a centerpoint (mean in this case):
    MAD = average | x - x_mean |

    Example:
        >>> mean_absolute_deviation([1.0, 2.0, 3.0, 4.0])
        1.0
    """"""
    if not numbers:
        return 0.0

    mean_value = sum(numbers) / len(numbers)
    absolute_deviations = [abs(value - mean_value) for value in numbers]
    return sum(absolute_deviations) / len(absolute_deviations)",raw_generations/HumanEval_4/constraint_guided_sample0.py,,,True,,8.57,0,3.0,3,85.88037162846732,outputs_grok_prompt_v3\reports\static_analysis\pylint\HumanEval_4__constraint_guided__sample0__final_pylint.txt,outputs_grok_prompt_v3\reports\static_analysis\bandit\HumanEval_4__constraint_guided__sample0__final_bandit.json,outputs_grok_prompt_v3\reports\static_analysis\bandit\HumanEval_4__constraint_guided__sample0__final_bandit.stderr.txt,True,passed,9.0,9.0,8.0,8.0,9.0,8.0,"Clean, readable, and efficient code with good error handling for empty lists, though returning 0.0 for empty input may be debatable.",,,,,,,
HumanEval/4,mean_absolute_deviation,structured_cot,0,"from typing import List


def mean_absolute_deviation(numbers: List[float]) -> float:
    """"""
    For a given list of input numbers, calculate Mean Absolute Deviation
    around the mean of this dataset.
    Mean Absolute Deviation is the average absolute difference between each
    element and a centerpoint (mean in this case):
    MAD = average | x - x_mean |

    Example:
        >>> mean_absolute_deviation([1.0, 2.0, 3.0, 4.0])
        1.0
    """"""
    mean = sum(numbers) / len(numbers)
    return sum(abs(x - mean) for x in numbers) / len(numbers)",raw_generations/HumanEval_4/structured_cot_sample0.py,,,True,,5.0,0,2.0,2,70.53597186424543,outputs_grok_prompt_v3\reports\static_analysis\pylint\HumanEval_4__structured_cot__sample0__final_pylint.txt,outputs_grok_prompt_v3\reports\static_analysis\bandit\HumanEval_4__structured_cot__sample0__final_bandit.json,outputs_grok_prompt_v3\reports\static_analysis\bandit\HumanEval_4__structured_cot__sample0__final_bandit.stderr.txt,True,passed,9.0,9.0,8.0,9.0,9.0,9.0,"Clean, efficient, and Pythonic implementation with minor edge-case handling omission.",,,,,,,
HumanEval/4,mean_absolute_deviation,self_refine,0,"""""""Calculate mean absolute deviation for a dataset.""""""

from typing import List


def mean_absolute_deviation(numbers: List[float]) -> float:
    """"""
    For a given list of input numbers, calculate Mean Absolute Deviation
    around the mean of this dataset.
    Mean Absolute Deviation is the average absolute difference between each
    element and a centerpoint (mean in this case):
    MAD = average | x - x_mean |

    Example:
        >>> mean_absolute_deviation([1.0, 2.0, 3.0, 4.0])
        1.0
    """"""
    if not numbers:
        return 0.0

    dataset_mean = sum(numbers) / len(numbers)
    total_absolute_deviation = sum(abs(number - dataset_mean) for number in numbers)
    return total_absolute_deviation / len(numbers)",raw_generations/HumanEval_4/self_refine_sample0.py,"""""""Calculate mean absolute deviation for a dataset.""""""

from typing import List


def mean_absolute_deviation(numbers: List[float]) -> float:
    """"""
    For a given list of input numbers, calculate Mean Absolute Deviation
    around the mean of this dataset.
    Mean Absolute Deviation is the average absolute difference between each
    element and a centerpoint (mean in this case):
    MAD = average | x - x_mean |

    Example:
        >>> mean_absolute_deviation([1.0, 2.0, 3.0, 4.0])
        1.0
    """"""
    if not numbers:
        return 0.0

    dataset_mean = sum(numbers) / len(numbers)
    total_absolute_deviation = sum(abs(number - dataset_mean) for number in numbers)
    return total_absolute_deviation / len(numbers)",raw_generations/HumanEval_4/self_refine_sample0_initial.py,True,,8.57,0,3.0,3,85.88037162846732,outputs_grok_prompt_v3\reports\static_analysis\pylint\HumanEval_4__self_refine__sample0__final_pylint.txt,outputs_grok_prompt_v3\reports\static_analysis\bandit\HumanEval_4__self_refine__sample0__final_bandit.json,outputs_grok_prompt_v3\reports\static_analysis\bandit\HumanEval_4__self_refine__sample0__final_bandit.stderr.txt,True,passed,9.0,8.0,7.0,9.0,9.0,8.0,"The code is clean and efficient, but it incorrectly returns 0.0 for an empty list instead of raising an error or handling it as undefined.",8.57,True,passed,outputs_grok_prompt_v3\reports\static_analysis\pylint\HumanEval_4__self_refine__sample0__initial_pylint.txt,outputs_grok_prompt_v3\reports\static_analysis\bandit\HumanEval_4__self_refine__sample0__initial_bandit.json,outputs_grok_prompt_v3\reports\static_analysis\bandit\HumanEval_4__self_refine__sample0__initial_bandit.stderr.txt,False
HumanEval/5,intersperse,zero_shot,0,"def intersperse(numbers: List[int], delimeter: int) -> List[int]:
    if not numbers:
        return []
    result = []
    for num in numbers[:-1]:
        result.append(num)
        result.append(delimeter)
    result.append(numbers[-1])
    return result",raw_generations/HumanEval_5/zero_shot_sample0.py,,,True,,0.0,0,3.0,3,71.22423816857055,outputs_grok_prompt_v3\reports\static_analysis\pylint\HumanEval_5__zero_shot__sample0__final_pylint.txt,outputs_grok_prompt_v3\reports\static_analysis\bandit\HumanEval_5__zero_shot__sample0__final_bandit.json,outputs_grok_prompt_v3\reports\static_analysis\bandit\HumanEval_5__zero_shot__sample0__final_bandit.stderr.txt,True,passed,8.0,7.0,9.0,8.0,7.0,8.0,The code is clear and correct but could be more Pythonic using list comprehension or itertools.chain.,,,,,,,
